V1,V2,V3,V4,V5,V6,V7,V8,V9,score,is_terminal
X,X,O,X,O,O,X, , ,1,True
X,X,O,X,O,O, , , ,1,False
X,X,O,X,O, ,O, , ,-1,True
X,X,O,X,O, , , , ,-1,False
X,X,O,O,O,X,X,O,X,0,True
X,X,O,O,O,X,X,O, ,0,False
X,X,O,O,O,X,X,X,O,0,True
X,X,O,O,O,X,X, ,O,0,False
X,X,O,O,O,X,X, , ,0,False
X,X,O,O,O,X,O,X, ,-1,True
X,X,O,O,O,X, ,X, ,-1,False
X,X,O,O,O,X,O, ,X,-1,True
X,X,O,O,O,X, , ,X,-1,False
X,X,O,O,O,X, , , ,0,False
X,X,O, ,O,X,O, , ,-1,True
X,X,O, ,O,X, , , ,-1,False
X,X,O,O,O,X,X,O,X,0,True
X,X,O,O,O,X,X,O, ,0,False
X,X,O,O,O,X,X,X,O,0,True
X,X,O,O,O,X,X, ,O,0,False
X,X,O,O,O,X,X, , ,0,False
X,X,O,O,O,O,X,X, ,-1,True
X,X,O,O,O, ,X,X, ,-1,False
X,X,O,O,O,O,X, ,X,-1,True
X,X,O,O,O, ,X, ,X,-1,False
X,X,O,O,O, ,X, , ,0,False
X,X,O,X,O,O,X, , ,1,True
X,X,O, ,O,O,X, , ,1,False
X,X,O,X,O, ,X,O, ,1,True
X,X,O, ,O, ,X,O, ,1,False
X,X,O,X,O, ,X, ,O,1,True
X,X,O, ,O, ,X, ,O,1,False
X,X,O, ,O, ,X, , ,0,False
X,X,O,O,O,X,O,X, ,-1,True
X,X,O,O,O,X, ,X, ,-1,False
X,X,O,O,O,O,X,X, ,-1,True
X,X,O,O,O, ,X,X, ,-1,False
X,X,O,O,O,O, ,X,X,-1,True
X,X,O,O,O, , ,X,X,-1,False
X,X,O,O,O, , ,X, ,-1,False
X,X,O, ,O, , ,X, ,-1,False
X,X,O,O,O,X,O, ,X,-1,True
X,X,O,O,O,X, , ,X,-1,False
X,X,O,O,O,O,X, ,X,-1,True
X,X,O,O,O, ,X, ,X,-1,False
X,X,O,O,O,O, ,X,X,-1,True
X,X,O,O,O, , ,X,X,-1,False
X,X,O,O,O, , , ,X,-1,False
X,X,O, ,O, , , ,X,-1,False
X,X,O, ,O, , , , ,0,False
X,X,O,X,O,O,X, , ,1,True
X,X,O,X,O,O, , , ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O,O, ,O,-1,True
X,X,O,X,X,O,O, , ,-1,False
X,X,O,X,O,O,O,X, ,-1,True
X,X,O,X, ,O,O,X, ,-1,False
X,X,O,X,O,O,O, ,X,-1,True
X,X,O,X, ,O,O, ,X,-1,False
X,X,O,X, ,O,O, , ,-1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O, ,O,O,-1,True
X,X,O,X,X,O, ,O, ,-1,False
X,X,O,X, ,O, ,O, ,-1,False
X,X,O,X, ,O, , ,O,-1,True
X,X,O,X, ,O, , , ,-1,False
X,X,O,O,X,O,X,O,X,1,True
X,X,O,O,X,O,X,O, ,1,False
X,X,O,O,X,O,X, ,O,-1,True
X,X,O,O,X,O,X, , ,-1,False
X,X,O,O,X,O, ,X, ,1,True
X,X,O,O,X,O, , , ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O,O, ,O,-1,True
X,X,O,X,X,O,O, , ,-1,False
X,X,O, ,X,O,O,X, ,1,True
X,X,O, ,X,O,O, , ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O, ,O,O,-1,True
X,X,O,X,X,O, ,O, ,-1,False
X,X,O,O,X,O,X,O,X,1,True
X,X,O,O,X,O,X,O, ,1,False
X,X,O, ,X,O,X,O,O,-1,True
X,X,O, ,X,O,X,O, ,-1,False
X,X,O, ,X,O, ,O,X,1,True
X,X,O, ,X,O, ,O, ,1,False
X,X,O, ,X,O, , ,O,-1,True
X,X,O, ,X,O, , , ,-1,False
X,X,O,O,X,O,X,O,X,1,True
X,X,O,O,X,O,X,O, ,1,False
X,X,O,O,X,O,X, ,O,-1,True
X,X,O,O,X,O,X, , ,-1,False
X,X,O,O,O,O,X,X, ,-1,True
X,X,O,O, ,O,X,X, ,-1,False
X,X,O,O,O,O,X, ,X,-1,True
X,X,O,O, ,O,X, ,X,-1,False
X,X,O,O, ,O,X, , ,-1,False
X,X,O, , ,O,X, , ,-1,False
X,X,O,O,X,O, ,X, ,1,True
X,X,O,O, ,O, ,X, ,1,False
X,X,O,X,O,O,O,X, ,-1,True
X,X,O,X,O,O, ,X, ,-1,False
X,X,O,O,O,O,X,X, ,-1,True
X,X,O, ,O,O,X,X, ,-1,False
X,X,O,O,O,O, ,X,X,-1,True
X,X,O, ,O,O, ,X,X,-1,False
X,X,O, ,O,O, ,X, ,-1,False
X,X,O, , ,O, ,X, ,-1,False
X,X,O,O,X,O, , ,X,1,True
X,X,O,O, ,O, , ,X,1,False
X,X,O,X,O,O,O, ,X,-1,True
X,X,O,X,O,O, , ,X,-1,False
X,X,O,O,O,O,X, ,X,-1,True
X,X,O, ,O,O,X, ,X,-1,False
X,X,O,O,O,O, ,X,X,-1,True
X,X,O, ,O,O, ,X,X,-1,False
X,X,O, ,O,O, , ,X,-1,False
X,X,O, , ,O, , ,X,-1,False
X,X,O, , ,O, , , ,-1,False
X,X,O,X,O, ,O, , ,-1,True
X,X,O,X, , ,O, , ,-1,False
X,X,O, , , ,O, , ,-1,False
X,X,O,X,O,X,O,O, ,-1,True
X,X,O,X,O,X, ,O, ,-1,False
X,X,O,X,O, , ,O, ,-1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O, ,O,O,-1,True
X,X,O,X,X,O, ,O, ,-1,False
X,X,O,X, ,O, ,O, ,-1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X, ,O,O,O,-1,True
X,X,O,X,X, ,O,O, ,-1,False
X,X,O,X, , ,O,O, ,-1,False
X,X,O,X,X,O, ,O,O,-1,True
X,X,O,X,X, , ,O,O,-1,False
X,X,O,X, , , ,O,O,-1,False
X,X,O,X, , , ,O, ,-1,False
X,X,O, , , , ,O, ,-1,False
X,X,O,X,O,X,O, ,O,-1,True
X,X,O,X,O,X, , ,O,-1,False
X,X,O,X,O, , , ,O,-1,False
X,X,O,X, ,O, , ,O,-1,True
X,X,O,X, , , , ,O,-1,False
X,X,O, , , , , ,O,-1,False
X,X,O, , , , , , ,-1,False
X,O,O,X,X,O,X, , ,1,True
X,O,O,X,X,O, , , ,1,False
X,O,O,X,X,X,O, , ,1,True
X,O,O,X,X, ,O, , ,1,False
X,O,O,X,X,X, ,O, ,1,True
X,O,O,X,X, , ,O, ,1,False
X,O,O,X,X,X, , ,O,1,True
X,O,O,X,X, , , ,O,1,False
X,O,O,X,X, , , , ,1,False
X,O,O,X, , , , , ,1,False
X,X,O,X,O,O,X, , ,1,True
X,X,O,X,O,O, , , ,1,False
X,X,O,X,O, ,O, , ,-1,True
X,X,O,X,O, , , , ,-1,False
X,O,O,X,O,X,X, , ,1,True
X,O,O,X,O,X, , , ,1,False
X, ,O,X,O,X,O, , ,-1,True
X, ,O,X,O,X, , , ,-1,False
X, ,O,X,O, ,X, , ,1,True
X, ,O,X,O, , , , ,1,False
X,X,O,X,O,O,X, , ,1,True
X,X,O,X,O,O, , , ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O,O, ,O,-1,True
X,X,O,X,X,O,O, , ,-1,False
X,X,O,X,O,O,O,X, ,-1,True
X,X,O,X, ,O,O,X, ,-1,False
X,X,O,X,O,O,O, ,X,-1,True
X,X,O,X, ,O,O, ,X,-1,False
X,X,O,X, ,O,O, , ,-1,False
X,X,O,X, ,O, , , ,-1,False
X,O,O,X,X,O,X, , ,1,True
X,O,O,X,X,O, , , ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O,O, ,O,-1,True
X,X,O,X,X,O,O, , ,-1,False
X,O,O,X,X,O,O,X,X,1,True
X,O,O,X,X,O,O,X, ,1,False
X, ,O,X,X,O,O,X,O,-1,True
X, ,O,X,X,O,O,X, ,-1,False
X, ,O,X,X,O,O, ,X,1,True
X, ,O,X,X,O,O, , ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O, ,O,O,-1,True
X,X,O,X,X,O, ,O, ,-1,False
X, ,O,X,X,O,X,O, ,1,True
X, ,O,X,X,O, ,O, ,1,False
X, ,O,X,X,O, , ,O,-1,True
X, ,O,X,X,O, , , ,-1,False
X, ,O,X, ,O,X, , ,1,True
X, ,O,X, ,O, , , ,1,False
X,X,O,X,O, ,O, , ,-1,True
X,X,O,X, , ,O, , ,-1,False
X,O,O,X,X,X,O, , ,1,True
X,O,O,X,X, ,O, , ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O,O, ,O,-1,True
X,X,O,X,X,O,O, , ,-1,False
X,O,O,X,X,O,O,X,X,1,True
X,O,O,X,X,O,O,X, ,1,False
X, ,O,X,X,O,O,X,O,-1,True
X, ,O,X,X,O,O,X, ,-1,False
X, ,O,X,X,O,O, ,X,1,True
X, ,O,X,X,O,O, , ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X, ,O,O,O,-1,True
X,X,O,X,X, ,O,O, ,-1,False
X, ,O,X,X,X,O,O, ,1,True
X, ,O,X,X, ,O,O, ,1,False
X,X,O,X,X,O,O, ,O,-1,True
X,X,O,X,X, ,O, ,O,-1,False
X, ,O,X,X,X,O, ,O,1,True
X, ,O,X,X, ,O, ,O,1,False
X, ,O,X,X, ,O, , ,1,False
X, ,O,X, , ,O, , ,1,False
X,X,O,X,O,X,O,O, ,-1,True
X,X,O,X,O,X, ,O, ,-1,False
X,X,O,X,O, ,X,O, ,1,True
X,X,O,X,O, , ,O, ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O, ,O,O,-1,True
X,X,O,X,X,O, ,O, ,-1,False
X,X,O,X, ,O,X,O, ,1,True
X,X,O,X, ,O, ,O, ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X, ,O,O,O,-1,True
X,X,O,X,X, ,O,O, ,-1,False
X,X,O,X,O,X,O,O, ,-1,True
X,X,O,X, ,X,O,O, ,-1,False
X,X,O,X,O, ,O,O,X,-1,True
X,X,O,X, , ,O,O,X,-1,False
X,X,O,X, , ,O,O, ,-1,False
X,X,O,X, , , ,O, ,-1,False
X,O,O,X,X,X, ,O, ,1,True
X,O,O,X,X, , ,O, ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X,O, ,O,O,-1,True
X,X,O,X,X,O, ,O, ,-1,False
X, ,O,X,X,O,X,O, ,1,True
X, ,O,X,X,O, ,O, ,1,False
X,X,O,X,X,O,O,O,X,1,True
X,X,O,X,X,O,O,O, ,1,False
X,X,O,X,X, ,O,O,O,-1,True
X,X,O,X,X, ,O,O, ,-1,False
X, ,O,X,X,X,O,O, ,1,True
X, ,O,X,X, ,O,O, ,1,False
X,X,O,X,X,O, ,O,O,-1,True
X,X,O,X,X, , ,O,O,-1,False
X, ,O,X,X,X, ,O,O,1,True
X, ,O,X,X, , ,O,O,1,False
X, ,O,X,X, , ,O, ,1,False
X, ,O,X, , , ,O, ,1,False
X,X,O,X,O,X,O, ,O,-1,True
X,X,O,X,O,X, , ,O,-1,False
X,X,O,X,O, ,X, ,O,1,True
X,X,O,X,O, , , ,O,1,False
X,X,O,X, ,O, , ,O,-1,True
X,X,O,X, , , , ,O,-1,False
X,O,O,X,X,X, , ,O,1,True
X,O,O,X,X, , , ,O,1,False
X, ,O,X,X,O, , ,O,-1,True
X, ,O,X,X, , , ,O,-1,False
X,O,O,X,X,X, , ,O,1,True
X,O,O,X, ,X, , ,O,1,False
X,X,O,X,O,X,O, ,O,-1,True
X,X,O,X,O,X, , ,O,-1,False
X, ,O,X,O,X,X, ,O,1,True
X, ,O,X,O,X, , ,O,1,False
X,X,O,X,O,X,O, ,O,-1,True
X,X,O,X, ,X,O, ,O,-1,False
X, ,O,X,X,X,O, ,O,1,True
X, ,O,X, ,X,O, ,O,1,False
X,X,O,X,O,X,X,O,O,1,True
X,X,O,X,O,X, ,O,O,1,False
X,X,O,X, ,X,O,O,O,-1,True
X,X,O,X, ,X, ,O,O,-1,False
X, ,O,X,X,X, ,O,O,1,True
X, ,O,X, ,X, ,O,O,1,False
X, ,O,X, ,X, , ,O,1,False
X, ,O,X, , , , ,O,1,False
X, ,O,X, , , , , ,1,False
X, ,O, , , , , , ,1,False
X,X,O,O,X,O,X,O,X,1,True
X,X,O,O,X,O,X,O, ,1,False
X,X,O,O,X,O,X, ,O,-1,True
X,X,O,O,X,O,X, , ,-1,False
X,X,O,O,X,O, ,X, ,1,True
X,X,O,O,X,O, , , ,1,False
X,X,O,O,X,X,O,O,X,1,True
X,X,O,O,X,X,O,O, ,1,False
X,X,O,O,X,X,O,X,O,1,True
X,X,O,O,X,X,O, ,O,1,False
X,X,O,O,X,X,O, , ,1,False
X,X,O,O,X, ,O, , ,1,False
X,X,O,O,X,X,O,O,X,1,True
X,X,O,O,X,X,O,O, ,1,False
X,X,O,O,X,X,X,O,O,0,True
X,X,O,O,X,X, ,O,O,0,False
X,X,O,O,X,X, ,O, ,0,False
X,X,O,O,X,O,X,O,X,1,True
X,X,O,O,X,O,X,O, ,1,False
X,X,O,O,X,X,X,O,O,0,True
X,X,O,O,X, ,X,O,O,0,False
X,X,O,O,X, ,X,O, ,0,False
X,X,O,O,X, , ,O,X,1,True
X,X,O,O,X, , ,O, ,1,False
X,X,O,O,X,X,O,X,O,1,True
X,X,O,O,X,X,O, ,O,1,False
X,X,O,O,X,X,X,O,O,0,True
X,X,O,O,X,X, ,O,O,0,False
X,X,O,O,X,X, , ,O,0,False
X,X,O,O,X,O,X, ,O,-1,True
X,X,O,O,X, ,X, ,O,-1,False
X,X,O,O,X, , ,X,O,1,True
X,X,O,O,X, , , ,O,1,False
X,X,O,O,X, , , , ,1,False
X,X,O,O, , , , , ,1,False
X,X,X,O,O, , , , ,1,True
X,X, ,O,O, , , , ,1,False
X,X,X,O, ,O, , , ,1,True
X,X, ,O, ,O, , , ,1,False
X,X,X,O, , ,O, , ,1,True
X,X, ,O, , ,O, , ,1,False
X,X,X,O, , , ,O, ,1,True
X,X, ,O, , , ,O, ,1,False
X,X,X,O, , , , ,O,1,True
X,X, ,O, , , , ,O,1,False
X,X, ,O, , , , , ,1,False
X, , ,O, , , , , ,1,False
X,X,O,X,O,O,X, , ,1,True
X,X,O,X,O,O, , , ,1,False
X,X,O,X,O, ,O, , ,-1,True
X,X,O,X,O, , , , ,-1,False
X,X,O,O,O,X,X,O,X,0,True
X,X,O,O,O,X,X,O, ,0,False
X,X,O,O,O,X,X,X,O,0,True
X,X,O,O,O,X,X, ,O,0,False
X,X,O,O,O,X,X, , ,0,False
X,X,O,O,O,X,O,X, ,-1,True
X,X,O,O,O,X, ,X, ,-1,False
X,X,O,O,O,X,O, ,X,-1,True
X,X,O,O,O,X, , ,X,-1,False
X,X,O,O,O,X, , , ,0,False
X,X,O, ,O,X,O, , ,-1,True
X,X,O, ,O,X, , , ,-1,False
X,X,O,O,O,X,X,O,X,0,True
X,X,O,O,O,X,X,O, ,0,False
X,X,O,O,O,X,X,X,O,0,True
X,X,O,O,O,X,X, ,O,0,False
X,X,O,O,O,X,X, , ,0,False
X,X,O,O,O,O,X,X, ,-1,True
X,X,O,O,O, ,X,X, ,-1,False
X,X,O,O,O,O,X, ,X,-1,True
X,X,O,O,O, ,X, ,X,-1,False
X,X,O,O,O, ,X, , ,0,False
X,X,O,X,O,O,X, , ,1,True
X,X,O, ,O,O,X, , ,1,False
X,X,O,X,O, ,X,O, ,1,True
X,X,O, ,O, ,X,O, ,1,False
X,X,O,X,O, ,X, ,O,1,True
X,X,O, ,O, ,X, ,O,1,False
X,X,O, ,O, ,X, , ,0,False
X,X,O,O,O,X,O,X, ,-1,True
X,X,O,O,O,X, ,X, ,-1,False
X,X,O,O,O,O,X,X, ,-1,True
X,X,O,O,O, ,X,X, ,-1,False
X,X,O,O,O,O, ,X,X,-1,True
X,X,O,O,O, , ,X,X,-1,False
X,X,O,O,O, , ,X, ,-1,False
X,X,O, ,O, , ,X, ,-1,False
X,X,O,O,O,X,O, ,X,-1,True
X,X,O,O,O,X, , ,X,-1,False
X,X,O,O,O,O,X, ,X,-1,True
X,X,O,O,O, ,X, ,X,-1,False
X,X,O,O,O,O, ,X,X,-1,True
X,X,O,O,O, , ,X,X,-1,False
X,X,O,O,O, , , ,X,-1,False
X,X,O, ,O, , , ,X,-1,False
X,X,O, ,O, , , , ,0,False
X,X,X,O,O, , , , ,1,True
X,X, ,O,O, , , , ,1,False
X,X,X, ,O,O, , , ,1,True
X,X, , ,O,O, , , ,1,False
X,X,X, ,O, ,O, , ,1,True
X,X, , ,O, ,O, , ,1,False
X,X,X, ,O, , ,O, ,1,True
X,X, , ,O, , ,O, ,1,False
X,X,X, ,O, , , ,O,1,True
X,X, , ,O, , , ,O,1,False
X,X, , ,O, , , , ,0,False
X,O,X,X,O,O,X, , ,1,True
X,O,X,X,O,O, , , ,1,False
X,O,X,X,O,X,O,O, ,-1,True
X,O,X,X,O,X,O, , ,-1,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O,X, ,0,False
X,O,X,X,O, ,O,X, ,0,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O, ,X,0,False
X,O,X,X,O, ,O, ,X,0,False
X,O,X,X,O, ,O, , ,0,False
X,O,X,X,O, , , , ,0,False
X,O,X,O,O,X,X,O, ,-1,True
X,O,X,O,O,X,X, , ,-1,False
X,O,X,O,O,X,O,X,X,1,True
X,O,X,O,O,X,O,X, ,1,False
X,O,X,O,O,X,X,X,O,0,True
X,O,X,O,O,X, ,X,O,0,False
X,O,X,O,O,X, ,X, ,0,False
X,O,X,O,O,X, , ,X,1,True
X,O,X,O,O,X, , , ,1,False
X,O,X,X,O,X,O,O, ,-1,True
X,O,X,X,O,X,O, , ,-1,False
X,O,X,O,O,X,O,X,X,1,True
X,O,X,O,O,X,O,X, ,1,False
X,O,X,X,O,X,O,X,O,0,True
X,O,X, ,O,X,O,X,O,0,False
X,O,X, ,O,X,O,X, ,0,False
X,O,X, ,O,X,O, ,X,1,True
X,O,X, ,O,X,O, , ,1,False
X,O,X, ,O,X, ,O, ,-1,True
X,O,X, ,O,X, , , ,-1,False
X,O,X,O,O,X,X,O, ,-1,True
X,O,X,O,O,X,X, , ,-1,False
X,O,X,O,O,O,X,X, ,-1,True
X,O,X,O,O, ,X,X, ,-1,False
X,O,X,O,O,O,X, ,X,-1,True
X,O,X,O,O, ,X, ,X,-1,False
X,O,X,O,O, ,X, , ,-1,False
X,O,X, ,O, ,X, , ,-1,False
X,O,X,O,O,X,O,X,X,1,True
X,O,X,O,O,X,O,X, ,1,False
X,O,X,O,O,X,X,X,O,0,True
X,O,X,O,O,X, ,X,O,0,False
X,O,X,O,O,X, ,X, ,0,False
X,O,X,O,O,O,X,X, ,-1,True
X,O,X,O,O, ,X,X, ,-1,False
X,O,X,O,O,O, ,X,X,-1,True
X,O,X,O,O, , ,X,X,-1,False
X,O,X,O,O, , ,X, ,0,False
X,O,X, ,O, , ,X, ,0,False
X,O,X,O,O,X, , ,X,1,True
X,O,X,O,O, , , ,X,1,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O, ,X,0,False
X,O,X,X,O,O, , ,X,0,False
X,O,X,O,O,O,X, ,X,-1,True
X,O,X, ,O,O,X, ,X,-1,False
X,O,X,O,O,O, ,X,X,-1,True
X,O,X, ,O,O, ,X,X,-1,False
X,O,X, ,O,O, , ,X,0,False
X,O,X, ,O, , , ,X,0,False
X,O,X, ,O, , , , ,0,False
X, ,X, ,O, , , , ,0,False
X,O,X,X,O,O,X, , ,1,True
X,O,X,X,O,O, , , ,1,False
X,O,X,X,O,X,O,O, ,-1,True
X,O,X,X,O,X,O, , ,-1,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O,X, ,0,False
X,O,X,X,O, ,O,X, ,0,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O, ,X,0,False
X,O,X,X,O, ,O, ,X,0,False
X,O,X,X,O, ,O, , ,0,False
X,O,X,X,O, , , , ,0,False
X,O,O,X,O,X,X, , ,1,True
X,O,O,X,O,X, , , ,1,False
X,O,X,X,O,X,O,O, ,-1,True
X,O,X,X,O,X,O, , ,-1,False
X,O,O,X,O,X,O,X, ,-1,True
X,O, ,X,O,X,O,X, ,-1,False
X,O,O,X,O,X,O, ,X,-1,True
X,O, ,X,O,X,O, ,X,-1,False
X,O, ,X,O,X,O, , ,-1,False
X,O, ,X,O,X, , , ,-1,False
X,O, ,X,O, ,X, , ,1,True
X,O, ,X,O, , , , ,1,False
X,X,O,X,O,O,X, , ,1,True
X,X,O,X,O,O, , , ,1,False
X,X,O,X,O, ,O, , ,-1,True
X,X,O,X,O, , , , ,-1,False
X,O,O,X,O,X,X, , ,1,True
X,O,O,X,O,X, , , ,1,False
X, ,O,X,O,X,O, , ,-1,True
X, ,O,X,O,X, , , ,-1,False
X, ,O,X,O, ,X, , ,1,True
X, ,O,X,O, , , , ,1,False
X,X,O,X,O,O,X, , ,1,True
X,X,O,X,O,O, , , ,1,False
X,X,X,X,O,O,O, , ,1,True
X,X, ,X,O,O,O, , ,1,False
X,X,X,X,O,O, ,O, ,1,True
X,X, ,X,O,O, ,O, ,1,False
X,X,X,X,O,O, , ,O,1,True
X,X, ,X,O,O, , ,O,1,False
X,X, ,X,O,O, , , ,1,False
X, , ,X,O,O, , , ,1,False
X,X,O,X,O, ,O, , ,-1,True
X,X, ,X,O, ,O, , ,-1,False
X,O,X,X,O,X,O,O, ,-1,True
X,O,X,X,O,X,O, , ,-1,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O,X, ,0,False
X,O,X,X,O, ,O,X, ,0,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O, ,X,0,False
X,O,X,X,O, ,O, ,X,0,False
X,O,X,X,O, ,O, , ,0,False
X, ,X,X,O, ,O, , ,0,False
X,O,X,X,O,X,O,O, ,-1,True
X,O,X,X,O,X,O, , ,-1,False
X,O,O,X,O,X,O,X, ,-1,True
X,O, ,X,O,X,O,X, ,-1,False
X,O,O,X,O,X,O, ,X,-1,True
X,O, ,X,O,X,O, ,X,-1,False
X,O, ,X,O,X,O, , ,-1,False
X, , ,X,O,X,O, , ,-1,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O,X, ,0,False
X,O,X,X,O, ,O,X, ,0,False
X,O,O,X,O,X,O,X, ,-1,True
X,O, ,X,O,X,O,X, ,-1,False
X,O,O,X,O, ,O,X,X,-1,True
X,O, ,X,O, ,O,X,X,-1,False
X,O, ,X,O, ,O,X, ,0,False
X, , ,X,O, ,O,X, ,0,False
X,O,X,X,O,O,O,X,X,0,True
X,O,X,X,O,O,O, ,X,0,False
X,O,X,X,O, ,O, ,X,0,False
X,O,O,X,O,X,O, ,X,-1,True
X,O, ,X,O,X,O, ,X,-1,False
X,O,O,X,O, ,O,X,X,-1,True
X,O, ,X,O, ,O,X,X,-1,False
X,O, ,X,O, ,O, ,X,0,False
X, , ,X,O, ,O, ,X,0,False
X, , ,X,O, ,O, , ,0,False
X, , ,X,O, , , , ,0,False
X,O,X,O,O,X,X,O, ,-1,True
X,O,X,O,O,X,X, , ,-1,False
X,O,X,O,O,X,O,X,X,1,True
X,O,X,O,O,X,O,X, ,1,False
X,O,X,O,O,X,X,X,O,0,True
X,O,X,O,O,X, ,X,O,0,False
X,O,X,O,O,X, ,X, ,0,False
X,O,X,O,O,X, , ,X,1,True
X,O,X,O,O,X, , , ,1,False
X,O,X,X,O,X,O,O, ,-1,True
X,O,X,X,O,X,O, , ,-1,False
X,O,X,O,O,X,O,X,X,1,True
X,O,X,O,O,X,O,X, ,1,False
X,O,X,X,O,X,O,X,O,0,True
X,O,X, ,O,X,O,X,O,0,False
X,O,X, ,O,X,O,X, ,0,False
X,O,X, ,O,X,O, ,X,1,True
X,O,X, ,O,X,O, , ,1,False
X,O,X, ,O,X, ,O, ,-1,True
X,O,X, ,O,X, , , ,-1,False
X,O,O,X,O,X,X, , ,1,True
X,O,O,X,O,X, , , ,1,False
X,O,X,X,O,X,O,O, ,-1,True
X,O,X,X,O,X,O, , ,-1,False
X,O,O,X,O,X,O,X, ,-1,True
X,O, ,X,O,X,O,X, ,-1,False
X,O,O,X,O,X,O, ,X,-1,True
X,O, ,X,O,X,O, ,X,-1,False
X,O, ,X,O,X,O, , ,-1,False
X,O, ,X,O,X, , , ,-1,False
X,O,O,X,O,X,X, , ,1,True
X,O,O, ,O,X,X, , ,1,False
X,O,X,O,O,X,X,O, ,-1,True
X,O,X,O,O,X,X, , ,-1,False
X,O,O,O,O,X,X,X,X,1,True
X,O,O,O,O,X,X,X, ,1,False
X,O,X,O,O,X,X,X,O,0,True
X,O, ,O,O,X,X,X,O,0,False
X,O, ,O,O,X,X,X, ,0,False
X,O,O,O,O,X,X,X,X,1,True
X,O,O,O,O,X,X, ,X,1,False
X,O, ,O,O,X,X,O,X,-1,True
X,O, ,O,O,X,X, ,X,-1,False
X,O, ,O,O,X,X, , ,0,False
X,O, , ,O,X,X, , ,0,False
X,O,O,X,O,X,O,X, ,-1,True
X,O,O,X,O,X, ,X, ,-1,False
X,O,O,O,O,X,X,X,X,1,True
X,O,O,O,O,X,X,X, ,1,False
X,O,O,X,O,X,X,X,O,1,True
X,O,O, ,O,X,X,X,O,1,False
X,O,O, ,O,X,X,X, ,1,False
X,O,O, ,O,X, ,X, ,1,False
X,O,X,O,O,X,O,X,X,1,True
X,O,X,O,O,X,O,X, ,1,False
X,O,X,O,O,X,X,X,O,0,True
X,O,X,O,O,X, ,X,O,0,False
X,O,X,O,O,X, ,X, ,0,False
X,O,O,O,O,X,X,X,X,1,True
X,O,O,O,O,X,X,X, ,1,False
X,O,X,O,O,X,X,X,O,0,True
X,O, ,O,O,X,X,X,O,0,False
X,O, ,O,O,X,X,X, ,0,False
X,O,O,O,O,X,X,X,X,1,True
X,O,O,O,O,X, ,X,X,1,False
X,O,X,O,O,X,O,X,X,1,True
X,O, ,O,O,X,O,X,X,1,False
X,O, ,O,O,X, ,X,X,1,False
X,O, ,O,O,X, ,X, ,1,False
X,O,X,O,O,X,O,X,X,1,True
X,O,X,O,O,X,O,X, ,1,False
X,O,X,X,O,X,O,X,O,0,True
X,O,X, ,O,X,O,X,O,0,False
X,O,X, ,O,X,O,X, ,0,False
X,O,O,X,O,X,O,X, ,-1,True
X,O, ,X,O,X,O,X, ,-1,False
X,O,O, ,O,X,O,X,X,-1,True
X,O, , ,O,X,O,X,X,-1,False
X,O, , ,O,X,O,X, ,0,False
X,O, , ,O,X, ,X, ,0,False
X,O,O,X,O,X,O, ,X,-1,True
X,O,O,X,O,X, , ,X,-1,False
X,O,O,O,O,X,X,X,X,1,True
X,O,O,O,O,X,X, ,X,1,False
